category,2025-predictions,2026-fifa-world-cup,airdrops,anthropic,arkansas-midterm,awards,basketball,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,commodities,congress,crypto-prices,databricks,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,ethereum,extended,fdv,felix,fifa-world-cup,formula1,france,gemini-3,gensyn,geopolitics,german-elections
ethereum,-2.2840935804897276e-06,-6.473183263087971e-07,0.004152979902094531,-3.742061921567431e-06,0.0,-2.2330387515146387e-06,-5.946026733599037e-08,-1.724261873110697e-06,-2.0226935773894522e-06,-1.1122430424955706e-06,1.7510462752668398e-06,-2.869740684228179e-06,-2.4176022212190587e-06,-3.3152240923253155e-06,-6.4766064859145e-07,1.93421553217589e-06,3.430236886416927e-07,-1.5908464603882427e-06,1.890393319190333e-06,-4.532867951117404e-07,-1.1907299081953268e-06,0.004028609903577463,-3.5304613070772927e-07,-2.727439554240948e-06,-7.387782141322307e-08,-1.370062176452697e-06,-6.187263570085057e-07,-2.638849405485313e-07,-8.762236807606482e-07,1.0,-0.002801670649288974,0.004425042900041492,-2.2830222372673885e-06,0.005506362655788215,-1.5270230545939056e-06,1.8872555916597288e-06,-6.290803008909171e-07,-7.624598844629985e-07,-8.574802855341885e-07,-0.0031586030560668337
extended,-9.093183896659166e-06,-2.577033021354532e-06,0.005939716196119947,-1.4897488218593442e-05,0.0,-8.889929987687929e-06,-2.367167221404898e-07,-6.864443047368518e-06,-8.052526754124916e-06,-4.4279405229213675e-06,6.971074183893111e-06,-1.1424698182359208e-05,-9.624693915486944e-06,-1.319820807150523e-05,-2.57839583743708e-06,7.700287623970448e-06,1.365608444580737e-06,-6.333304177732034e-06,7.525827415844823e-06,-1.8045758812510774e-06,-4.74040386039712e-06,-0.0006926616567171559,-1.4055086962938841e-06,-1.0858184465631101e-05,-2.941143137622876e-07,-5.454341900325261e-06,-2.46320579596316e-06,-1.0505499041103653e-06,-3.4883260177335652e-06,-0.002801670649288974,1.0,0.00891302387003768,-9.088918782028328e-06,0.0028154027973020432,-6.079217405302582e-06,7.513335837699061e-06,-2.5044257865045765e-06,-3.035422017058126e-06,-0.001838062373790044,0.0005084376916593893
fdv,2.3731045354711052e-05,6.725442727819092e-06,-0.0023650119032683683,3.887889793107141e-05,0.0,2.3200601036486743e-05,6.177742948076448e-07,-0.0017944231728618954,2.101517793917909e-05,1.1555870701785335e-05,-1.8192844168655624e-05,2.9815742627743606e-05,2.5118159978891495e-05,2.9939887873930298e-05,6.728999353358301e-06,-2.009591765933876e-05,-3.563912959795088e-06,1.6528416272559393e-05,-1.9640618046086635e-05,4.709513474123068e-06,1.2371325631283035e-05,0.004103579833620674,3.6680431185866654e-06,2.8337276684606524e-05,7.67568345552408e-07,1.4234533963866237e-05,6.428380765889756e-06,2.741685168271868e-06,9.103700516740563e-06,0.004425042900041492,0.00891302387003768,1.0,2.371991442082302e-05,-0.011260154652271565,1.586531028140278e-05,-1.9608018000722856e-05,6.535955128859684e-06,7.92172888793401e-06,0.002138839878247685,0.0002127829864065731
felix,-2.5639601656018453e-05,-7.266332768919146e-06,-9.826906309011528e-06,-0.0011064491102975073,0.0,-2.506649664456403e-05,-0.0024727685977768937,-1.935533112772456e-05,0.00861663901198123,-1.2485245262208588e-05,1.9655993678410724e-05,-3.2213657368509065e-05,-0.006655666891853828,-3.721433563562017e-05,0.010999137481289714,2.1712120810389238e-05,-0.003020230364724001,-1.7857705082049497e-05,2.1220203975535427e-05,-5.088273511143203e-06,-1.3366282706967847e-05,-3.815501653462411e-06,-3.56229040736184e-05,0.0012568860159583514,-8.292996085745632e-07,-0.007155013971051478,-6.94537976169928e-06,-2.9621836935532665e-06,-9.835860635552064e-06,-2.2830222372673885e-06,-9.088918782028328e-06,2.371991442082302e-05,1.0,7.921860179193533e-06,-1.714126915540764e-05,2.118498208941181e-05,-7.0616057337848665e-06,-8.558829587051738e-06,-9.62546068022523e-06,-1.1611320960217465e-05
fifa-world-cup,7.92557763366696e-06,2.2461302341885264e-06,-0.00715095354478913,1.2984582822138968e-05,0.0,7.748422453120121e-06,2.0632121595973258e-07,5.983017268993363e-06,7.018545611994092e-06,3.8593727753088476e-06,-6.075956481505216e-06,9.957714857028647e-06,8.388839343225538e-06,1.150349799199221e-05,2.2473180584676263e-06,-6.7115355918135845e-06,-1.1902580952624741e-06,5.52007905137162e-06,-6.559476869675819e-06,1.5728601120616722e-06,4.131714395911746e-06,0.0047156078002316155,1.225034972773668e-06,9.463944083944222e-06,2.563486951749837e-07,4.753979537074039e-06,2.146918943404305e-06,9.156545075622194e-07,3.04040905575849e-06,0.005506362655788215,0.0028154027973020432,-0.011260154652271565,7.921860179193533e-06,0.9999999999999998,5.298618178760506e-06,-6.548589267105991e-06,2.1828460992614174e-06,2.6456599933011227e-06,2.9753713378382725e-06,3.589229931660026e-06
formula1,-1.7149312959039097e-05,-4.860161885138867e-06,-6.57282800151668e-06,-2.8095955241609586e-05,0.0,-1.676598574000989e-05,-4.4643649537297064e-07,-1.2946013568711392e-05,-1.5186683012991056e-05,-8.350885526402426e-06,1.3147114827849453e-05,-2.154643816933729e-05,-1.8151715611105844e-05,-2.489119358951572e-05,-4.862732091532707e-06,1.4522376742714863e-05,2.5754726685133317e-06,-1.1944310886375692e-05,1.419335307597024e-05,-3.4033444058327e-06,-8.940176540808111e-06,-2.5520377745653842e-06,-2.6507226482296487e-06,-2.0478020205489394e-05,-5.546856271425221e-07,-1.0286629776464117e-05,-4.645489144127228e-06,-0.0206812336474157,-6.578817195506865e-06,-1.5270230545939056e-06,-6.079217405302582e-06,1.586531028140278e-05,-1.714126915540764e-05,5.298618178760506e-06,1.0,1.4169794552859241e-05,-4.723228088592477e-06,-0.022488170434081394,-6.438089007569694e-06,-7.766352211164746e-06
france,2.1194923467399186e-05,6.0066988946276735e-06,8.12339169442317e-06,3.4723934568789374e-05,0.0,2.0721167399751762e-05,5.517531445765473e-07,1.600004428469726e-05,1.8769299093954935e-05,1.0320902069947022e-05,-1.624858635788621e-05,2.662935297086758e-05,2.2433798024344767e-05,3.076315327628854e-05,6.009875425835975e-06,-1.794827958191475e-05,-3.183039823921619e-06,1.476203482391455e-05,-1.754163755186643e-05,4.206210732006299e-06,1.1049209844152345e-05,3.154076518810417e-06,3.2760416581537943e-06,2.530888975295329e-05,6.855387993580571e-07,1.2713298274417743e-05,5.741383757680304e-06,2.4486829991956636e-06,8.130793769863275e-06,1.8872555916597288e-06,7.513335837699061e-06,-1.9608018000722856e-05,2.118498208941181e-05,-6.548589267105991e-06,1.4169794552859241e-05,0.9999999999999999,5.837461716157128e-06,7.0751387054217575e-06,7.956867083695513e-06,9.598474360441156e-06
gemini-3,-7.064919500655082e-06,-2.0022173809923262e-06,-2.7077761560060483e-06,-1.1574554767884705e-05,0.0,-6.9070020405620494e-06,-1.8391628338082835e-07,-5.3333065841073136e-06,-6.25638433592268e-06,-3.440273913255313e-06,5.416153297015063e-06,-8.876381902634157e-06,-7.477874472146676e-06,-1.0254304612972782e-05,-2.003276216487025e-06,5.982713295309712e-06,1.0610050165071803e-06,-4.92063997575953e-06,5.847167006960189e-06,-1.402059331335704e-06,-3.6830412817887375e-06,-1.0513506566126616e-06,-1.0920053866316203e-06,-8.436230922495322e-06,-2.2851115454559386e-07,-4.237733107871798e-06,-1.9137796903476346e-06,-8.162213134929175e-07,-2.7102434952820864e-06,-6.290803008909171e-07,-2.5044257865045765e-06,6.535955128859684e-06,-7.0616057337848665e-06,2.1828460992614174e-06,-4.723228088592477e-06,5.837461716157128e-06,0.9999999999999999,-2.3583612126117527e-06,-2.6522683844641784e-06,-3.199466551032189e-06
gensyn,-8.562845949196364e-06,-2.4267338061880362e-06,-3.281887371347248e-06,-1.402862826656635e-05,0.0,-8.371446332631577e-06,-2.229107921175677e-07,-6.464091016931644e-06,-7.582882616353667e-06,-4.16969160646646e-06,6.564503150426877e-06,-1.0758380305879547e-05,-9.063356932299953e-06,-1.2428454522215045e-05,-2.4280171393141877e-06,7.251186981138282e-06,1.2859626364930583e-06,-0.002289373750434811,7.086901742498757e-06,-1.699328359614795e-06,-4.463931275870384e-06,-1.2742613288547032e-06,-1.3235358025741475e-06,-1.0224907130855418e-05,-2.7696080809762804e-07,-5.136230607176638e-06,-2.3195452782765386e-06,0.022397831708245653,-3.284877843654989e-06,-7.624598844629985e-07,-3.035422017058126e-06,7.92172888793401e-06,-8.558829587051738e-06,2.6456599933011227e-06,-0.022488170434081394,7.0751387054217575e-06,-2.3583612126117527e-06,0.9999999999999998,-3.2146106675358148e-06,-3.8778275100716535e-06
geopolitics,-9.629977575379055e-06,-2.729161808311808e-06,0.0046687445480281566,-1.5776924683909747e-05,0.0,-9.414725073305968e-06,-2.5069070985741874e-07,0.005710166901920912,-8.527887805697429e-06,-4.68933306808805e-06,7.382594350893544e-06,-1.2099127055154211e-05,-1.0192863976947961e-05,-0.0026753555594284193,-2.7306050748727228e-06,8.154855107465092e-06,1.4462237701894322e-06,-6.707175165784351e-06,7.97009607133915e-06,-1.911104566564286e-06,-5.0202419078562e-06,-1.4330642049210622e-06,-1.4884794348303525e-06,-1.1499170598729863e-05,-3.114766267037376e-07,-5.776325518704702e-06,-2.6086150734697423e-06,-1.112566526023361e-06,-0.0014771783720402998,-8.574802855341885e-07,-0.001838062373790044,0.002138839878247685,-9.62546068022523e-06,2.9753713378382725e-06,-6.438089007569694e-06,7.956867083695513e-06,-2.6522683844641784e-06,-3.2146106675358148e-06,1.0,-0.00041198291544376314
german-elections,-1.1616769750784968e-05,-3.292224108688816e-06,-0.0055367013032125365,-1.903191362532871e-05,0.0,-1.1357107800869041e-05,-3.02411530273967e-07,-8.769497598969104e-06,-1.0287304235537663e-05,-5.656804713232365e-06,8.90572154155919e-06,-1.4595337536877812e-05,-1.229578708719142e-05,0.0001244353274384561,-3.2939651402955263e-06,9.837309941058401e-06,1.744598927141753e-06,-8.090954414923863e-06,9.614432663802404e-06,-2.305390801346551e-06,-6.055984438209609e-06,0.0002204540659677825,-1.795572496182654e-06,-1.3871602101337113e-05,-3.757383884693061e-07,-6.968058132133771e-06,-3.1468069826464596e-06,-1.3421037654632637e-06,0.0028266535864421034,-0.0031586030560668337,0.0005084376916593893,0.0002127829864065731,-1.1611320960217465e-05,3.589229931660026e-06,-7.766352211164746e-06,9.598474360441156e-06,-3.199466551032189e-06,-3.8778275100716535e-06,-0.00041198291544376314,1.0
